points,position,wins,driverId,raceId
0.0,16,0,828,949
18.0,4,0,8,949
0.0,21,0,837,949
0.0,22,0,821,949
0.0,23,0,4,949
6.0,10,0,826,949
1.0,13,0,838,949
75.0,1,3,3,950
39.0,2,0,1,950
33.0,4,0,20,950
36.0,3,0,817,950
22.0,6,0,13,950
18.0,8,0,154,950
6.0,11,0,807,950
7.0,10,0,822,950
4.0,12,0,832,950
13.0,9,0,830,950
0.0,16,0,835,950
0.0,14,0,825,950
0.0,15,0,815,950
0.0,19,0,18,950
0.0,21,0,831,950
0.0,20,0,836,950
0.0,17,0,828,950
28.0,5,0,8,950
0.0,23,0,837,950
0.0,22,0,821,950
0.0,18,0,4,950
21.0,7,0,826,950
1.0,13,0,838,950
100.0,1,4,3,951
57.0,2,0,1,951
33.0,5,0,20,951
36.0,4,0,817,951
32.0,6,0,13,951
22.0,7,0,154,951
6.0,13,0,807,951
19.0,9,0,822,951
4.0,14,0,832,951
13.0,10,0,830,951
0.0,18,0,835,951
6.0,12,0,825,951
2.0,15,0,815,951
1.0,16,0,18,951
0.0,21,0,831,951
0.0,20,0,836,951
0.0,19,0,828,951
43.0,3,0,8,951
0.0,23,0,837,951
0.0,22,0,821,951
8.0,11,0,4,951
21.0,8,0,826,951
1.0,17,0,838,951
100.0,1,4,3,952
57.0,3,0,1,952
48.0,4,0,20,952
48.0,5,0,817,952
36.0,7,0,13,952
22.0,10,0,154,952
6.0,15,0,807,952
29.0,8,0,822,952
12.0,11,0,832,952
38.0,6,1,830,952
0.0,18,0,835,952
6.0,14,0,825,952
8.0,13,0,815,952
3.0,16,0,18,952
0.0,22,0,831,952
0.0,21,0,836,952
0.0,20,0,828,952
61.0,2,0,8,952
0.0,23,0,837,952
0.0,19,0,821,952
8.0,12,0,4,952
22.0,9,0,826,952
1.0,17,0,838,952
106.0,1,4,3,953
82.0,2,1,1,953
60.0,5,0,20,953
66.0,3,0,817,953
37.0,7,0,13,953
22.0,11,0,154,953
14.0,14,0,807,953
29.0,8,0,822,953
16.0,13,0,832,953
38.0,6,1,830,953
0.0,19,0,835,953
6.0,15,0,825,953
23.0,9,0,815,953
5.0,16,0,18,953
0.0,22,0,831,953
0.0,21,0,836,953
0.0,20,0,828,953
61.0,4,0,8,953
0.0,23,0,837,953
0.0,18,0,821,953
18.0,12,0,4,953
22.0,10,0,826,953
1.0,17,0,838,953
116.0,1,4,3,954
107.0,2,2,1,954
78.0,3,0,20,954
72.0,4,0,817,954
37.0,8,0,13,954
22.0,11,0,154,954
18.0,13,0,807,954
44.0,7,0,822,954
18.0,14,0,832,954
50.0,6,1,830,954
0.0,19,0,835,954
6.0,15,0,825,954
24.0,9,0,815,954
5.0,16,0,18,954
0.0,22,0,831,954
0.0,21,0,836,954
0.0,20,0,828,954
69.0,5,0,8,954
0.0,23,0,837,954
0.0,18,0,821,954
18.0,12,0,4,954
22.0,10,0,826,954
1.0,17,0,838,954
96.0,3,0,20,955
78.0,5,0,817,955
38.0,9,0,13,955
22.0,11,0,154,955
20.0,12,0,807,955
52.0,7,0,822,955
18.0,14,0,832,955
54.0,6,1,830,955
0.0,19,0,835,955
6.0,15,0,825,955
39.0,8,0,815,955
5.0,16,0,18,955
0.0,21,0,831,955
0.0,22,0,836,955
0.0,20,0,828,955
81.0,4,0,8,955
0.0,23,0,837,955
0.0,18,0,821,955
18.0,13,0,4,955
22.0,10,0,826,955
1.0,17,0,838,955
153.0,1,5,3,956
142.0,2,3,1,956
96.0,3,0,20,956
88.0,5,0,817,956
38.0,9,0,13,956
28.0,10,0,154,956
20.0,13,0,807,956
54.0,7,0,822,956
22.0,12,0,832,956
72.0,6,1,830,956
0.0,20,0,835,956
6.0,16,0,825,956
39.0,8,0,815,956
13.0,15,0,18,956
0.0,22,0,831,956
1.0,17,0,836,956
0.0,21,0,828,956
96.0,4,0,8,956
0.0,23,0,837,956
0.0,19,0,821,956
18.0,14,0,4,956
22.0,11,0,826,956
1.0,18,0,838,956
168.0,1,5,3,957
167.0,2,4,1,957
98.0,5,0,20,957
100.0,4,0,817,957
38.0,9,0,13,957
28.0,10,0,154,957
26.0,11,0,807,957
54.0,7,0,822,957
26.0,12,0,832,957
90.0,6,1,830,957
0.0,20,0,835,957
6.0,16,0,825,957
47.0,8,0,815,957
13.0,15,0,18,957
0.0,22,0,831,957
1.0,17,0,836,957
0.0,21,0,828,957
106.0,3,0,8,957
0.0,23,0,837,957
0.0,19,0,821,957
18.0,14,0,4,957
23.0,13,0,826,957
1.0,18,0,838,957
186.0,2,5,3,958
192.0,1,5,1,958
110.0,5,0,20,958
115.0,3,0,817,958
38.0,9,0,13,958
28.0,11,0,154,958
27.0,12,0,807,958
56.0,7,0,822,958
30.0,10,0,832,958
100.0,6,1,830,958
0.0,20,0,835,958
6.0,16,0,825,958
47.0,8,0,815,958
13.0,15,0,18,958
0.0,22,0,831,958
1.0,17,0,836,958
0.0,21,0,828,958
114.0,4,0,8,958
0.0,23,0,837,958
0.0,19,0,821,958
24.0,13,0,4,958
23.0,14,0,826,958
1.0,18,0,838,958
198.0,2,5,3,959
217.0,1,6,1,959
120.0,5,0,20,959
133.0,3,0,817,959
38.0,9,0,13,959
28.0,12,0,154,959
33.0,10,0,807,959
58.0,7,0,822,959
30.0,11,0,832,959
115.0,6,1,830,959
0.0,20,0,835,959
6.0,16,0,825,959
48.0,8,0,815,959
17.0,15,0,18,959
0.0,22,0,831,959
1.0,17,0,836,959
0.0,21,0,828,959
122.0,4,0,8,959
0.0,23,0,837,959
0.0,19,0,821,959
24.0,13,0,4,959
23.0,14,0,826,959
1.0,18,0,838,959
223.0,2,6,3,960
232.0,1,6,1,960
128.0,4,0,20,960
151.0,3,0,817,960
39.0,10,0,13,960
28.0,13,0,154,960
45.0,9,0,807,960
62.0,7,0,822,960
30.0,12,0,832,960
115.0,6,1,830,960
0.0,20,0,835,960
6.0,16,0,825,960
58.0,8,0,815,960
17.0,15,0,18,960
0.0,22,0,831,960
1.0,17,0,836,960
0.0,21,0,828,960
124.0,5,0,8,960
0.0,23,0,837,960
0.0,19,0,821,960
30.0,11,0,4,960
23.0,14,0,826,960
1.0,18,0,838,960
0.0,24,0,839,960
248.0,2,7,3,961
250.0,1,6,1,961
143.0,4,0,20,961
161.0,3,0,817,961
41.0,10,0,13,961
28.0,13,0,154,961
46.0,9,0,807,961
70.0,7,0,822,961
30.0,12,0,832,961
121.0,6,1,830,961
0.0,20,0,835,961
6.0,16,0,825,961
62.0,8,0,815,961
17.0,15,0,18,961
0.0,22,0,831,961
1.0,17,0,836,961
0.0,21,0,828,961
136.0,5,0,8,961
0.0,23,0,837,961
0.0,19,0,821,961
30.0,11,0,4,961
23.0,14,0,826,961
1.0,18,0,838,961
0.0,24,0,839,961
273.0,1,8,3,962
265.0,2,6,1,962
153.0,4,0,20,962
179.0,3,0,817,962
41.0,10,0,13,962
28.0,13,0,154,962
46.0,9,0,807,962
70.0,7,0,822,962
30.0,12,0,832,962
129.0,6,1,830,962
0.0,20,0,835,962
7.0,16,0,825,962
66.0,8,0,815,962
17.0,15,0,18,962
0.0,22,0,831,962
1.0,17,0,836,962
0.0,21,0,828,962
148.0,5,0,8,962
0.0,23,0,837,962
0.0,19,0,821,962
36.0,11,0,4,962
25.0,14,0,826,962
1.0,18,0,838,962
0.0,24,0,839,962
288.0,1,8,3,963
265.0,2,6,1,963
153.0,5,0,20,963
204.0,3,1,817,963
41.0,11,0,13,963
28.0,13,0,154,963
50.0,9,0,807,963
80.0,7,0,822,963
30.0,12,0,832,963
147.0,6,1,830,963
1.0,17,0,835,963
7.0,16,0,825,963
74.0,8,0,815,963
19.0,15,0,18,963
0.0,22,0,831,963
1.0,18,0,836,963
0.0,21,0,828,963
160.0,4,0,8,963
0.0,23,0,837,963
0.0,20,0,821,963
42.0,10,0,4,963
25.0,14,0,826,963
1.0,19,0,838,963
0.0,24,0,839,963
313.0,1,9,3,964
280.0,2,6,1,964
165.0,6,0,20,964
212.0,3,1,817,964
43.0,10,0,13,964
28.0,13,0,154,964
54.0,9,0,807,964
81.0,7,0,822,964
30.0,12,0,832,964
165.0,5,1,830,964
1.0,17,0,835,964
7.0,16,0,825,964
80.0,8,0,815,964
19.0,15,0,18,964
0.0,22,0,831,964
1.0,18,0,836,964
0.0,21,0,828,964
170.0,4,0,8,964
0.0,23,0,837,964
0.0,20,0,821,964
42.0,11,0,4,964
25.0,14,0,826,964
1.0,19,0,838,964
0.0,24,0,839,964
0.0,24,0,839,965
1.0,19,0,838,965
25.0,14,0,826,965
52.0,10,0,4,965
0.0,23,0,837,965
170.0,5,0,8,965
0.0,21,0,828,965
1.0,18,0,836,965
21.0,15,0,18,965
84.0,7,0,815,965
7.0,16,0,825,965
165.0,6,1,830,965
38.0,12,0,832,965
54.0,9,0,807,965
227.0,3,1,817,965
1.0,17,0,835,965
0.0,22,0,831,965
81.0,8,0,822,965
0.0,20,0,821,965
49.0,11,0,13,965
29.0,13,0,154,965
305.0,2,7,1,965
177.0,4,0,20,965
331.0,1,9,3,965
0.0,23,0,837,966
1.0,18,0,836,966
21.0,15,0,18,966
197.0,4,0,20,967
355.0,2,9,1,967
367.0,1,9,3,967
0.0,24,0,839,966
1.0,19,0,838,966
25.0,14,0,826,966
52.0,10,0,4,966
0.0,20,0,821,966
178.0,5,0,8,966
0.0,21,0,828,966
0.0,22,0,831,966
1.0,17,0,835,966
7.0,16,0,825,966
85.0,7,0,815,966
177.0,6,1,830,966
38.0,12,0,832,966
85.0,8,0,822,966
60.0,9,0,807,966
29.0,13,0,154,966
51.0,11,0,13,966
242.0,3,1,817,966
187.0,4,0,20,966
349.0,1,9,3,966
330.0,2,8,1,966
246.0,3,1,817,967
51.0,11,0,13,967
29.0,13,0,154,967
66.0,9,0,807,967
85.0,8,0,822,967
46.0,12,0,832,967
192.0,5,1,830,967
1.0,18,0,835,967
7.0,16,0,825,967
97.0,7,0,815,967
21.0,15,0,18,967
2.0,17,0,831,967
1.0,19,0,836,967
0.0,22,0,828,967
178.0,6,0,8,967
0.0,24,0,837,967
0.0,21,0,821,967
53.0,10,0,4,967
25.0,14,0,826,967
1.0,20,0,838,967
0.0,23,0,839,967
385.0,1,9,3,968
380.0,2,10,1,968
212.0,4,0,20,968
256.0,3,1,817,968
53.0,11,0,13,968
29.0,13,0,154,968
72.0,9,0,807,968
85.0,8,0,822,968
46.0,12,0,832,968
204.0,5,1,830,968
1.0,18,0,835,968
7.0,16,0,825,968
101.0,7,0,815,968
21.0,15,0,18,968
2.0,17,0,831,968
1.0,19,0,836,968
0.0,22,0,828,968
186.0,6,0,8,968
0.0,24,0,837,968
0.0,21,0,821,968
54.0,10,0,4,968
25.0,14,0,826,968
1.0,20,0,838,968
0.0,23,0,839,968
8.0,6,0,13,969
6.0,7,0,815,969
4.0,8,0,832,969
2.0,9,0,826,969
1.0,10,0,839,969
0.0,11,0,807,969
0.0,12,0,841,969
0.0,13,0,838,969
0.0,14,0,4,969
0.0,15,0,825,969
0.0,16,0,840,969
0.0,17,0,817,969
0.0,18,0,828,969
0.0,19,0,835,969
0.0,20,0,154,969
43.0,1,1,20,970
43.0,2,1,1,970
23.0,4,0,822,970
22.0,5,0,8,970
25.0,3,0,830,970
8.0,8,0,13,970
8.0,9,0,815,970
10.0,7,0,832,970
2.0,11,0,826,970
2.0,12,0,839,970
0.0,13,0,807,970
0.0,15,0,841,970
0.0,16,0,838,970
0.0,19,0,4,970
4.0,10,0,825,970
0.0,20,0,840,970
12.0,6,0,817,970
0.0,18,0,828,970
0.0,17,0,835,970
0.0,14,0,154,970
68.0,1,2,20,971
61.0,2,1,1,971
38.0,3,0,822,971
34.0,4,0,8,971
25.0,5,0,830,971
16.0,7,0,13,971
14.0,8,0,815,971
10.0,9,0,832,971
2.0,14,0,826,971
3.0,12,0,839,971
2.0,13,0,807,971
0.0,16,0,841,971
0.0,18,0,838,971
0.0,19,0,4,971
4.0,11,0,825,971
0.0,21,0,840,971
22.0,6,0,817,971
0.0,20,0,828,971
0.0,17,0,835,971
4.0,10,0,154,971
0.0,15,0,836,971
86.0,1,2,20,972
73.0,2,1,1,972
63.0,3,1,822,972
49.0,4,0,8,972
35.0,5,0,830,972
18.0,8,0,13,972
22.0,7,0,815,972
11.0,9,0,832,972
2.0,14,0,826,972
9.0,10,0,839,972
6.0,11,0,807,972
0.0,17,0,841,972
0.0,19,0,838,972
0.0,20,0,4,972
4.0,13,0,825,972
0.0,16,0,840,972
22.0,6,0,817,972
0.0,21,0,828,972
0.0,18,0,835,972
4.0,12,0,154,972
0.0,15,0,836,972
104.0,1,2,20,973
98.0,2,2,1,973
63.0,3,1,822,973
49.0,4,0,8,973
35.0,6,0,830,973
18.0,9,0,13,973
34.0,7,0,815,973
17.0,10,0,832,973
4.0,15,0,826,973
19.0,8,0,839,973
14.0,11,0,807,973
0.0,19,0,841,973
0.0,21,0,838,973
0.0,18,0,4,973
4.0,14,0,825,973
0.0,17,0,840,973
37.0,5,0,817,973
0.0,16,0,828,973
0.0,20,0,835,973
5.0,12,0,154,973
4.0,13,0,836,973
129.0,1,3,20,974
104.0,2,2,1,974
75.0,3,1,822,974
67.0,4,0,8,974
45.0,6,0,830,974
20.0,9,0,13,974
34.0,7,0,815,974
25.0,8,0,832,974
4.0,15,0,826,974
19.0,10,0,839,974
14.0,11,0,807,974
0.0,20,0,841,974
0.0,21,0,838,974
0.0,19,0,4,974
5.0,13,0,825,974
0.0,18,0,840,974
52.0,5,0,817,974
0.0,17,0,828,974
0.0,16,0,835,974
9.0,12,0,154,974
4.0,14,0,836,974
0.0,22,0,18,974
141.0,1,3,20,975
129.0,2,3,1,975
93.0,3,1,822,975
73.0,4,0,8,975
45.0,6,0,830,975
20.0,10,0,13,975
44.0,7,0,815,975
25.0,9,0,832,975
4.0,15,0,826,975
27.0,8,0,839,975
18.0,11,0,807,975
0.0,20,0,841,975
0.0,21,0,838,975
0.0,19,0,4,975
5.0,13,0,825,975
2.0,16,0,840,975
67.0,5,0,817,975
0.0,18,0,828,975
0.0,17,0,835,975
10.0,12,0,154,975
4.0,14,0,836,975
0.0,22,0,18,975
153.0,1,3,20,976
139.0,2,3,1,976
111.0,3,1,822,976
73.0,5,0,8,976
45.0,6,0,830,976
20.0,10,0,13,976
44.0,7,0,815,976
29.0,9,0,832,976
4.0,16,0,826,976
35.0,8,0,839,976
18.0,11,0,807,976
0.0,21,0,841,976
0.0,20,0,838,976
2.0,17,0,4,976
11.0,13,0,825,976
17.0,12,0,840,976
92.0,4,1,817,976
0.0,19,0,828,976
0.0,18,0,835,976
10.0,14,0,154,976
5.0,15,0,836,976
0.0,22,0,18,976
171.0,1,3,20,977
151.0,2,3,1,977
136.0,3,2,822,977
83.0,5,0,8,977
45.0,7,0,830,977
22.0,10,0,13,977
50.0,6,0,815,977
29.0,9,0,832,977
4.0,16,0,826,977
39.0,8,0,839,977
18.0,12,0,807,977
0.0,21,0,841,977
0.0,20,0,838,977
2.0,17,0,4,977
11.0,14,0,825,977
18.0,11,0,840,977
107.0,4,1,817,977
0.0,19,0,828,977
0.0,18,0,835,977
18.0,13,0,154,977
5.0,15,0,836,977
0.0,22,0,18,977
177.0,1,3,20,978
176.0,2,4,1,978
154.0,3,2,822,978
98.0,5,0,8,978
57.0,6,0,830,978
23.0,11,0,13,978
52.0,7,0,815,978
29.0,9,0,832,978
4.0,16,0,826,978
43.0,8,0,839,978
26.0,10,0,807,978
0.0,21,0,841,978
0.0,20,0,838,978
2.0,17,0,4,978
11.0,14,0,825,978
18.0,12,0,840,978
117.0,4,1,817,978
0.0,19,0,828,978
0.0,18,0,835,978
18.0,13,0,154,978
5.0,15,0,836,978
0.0,22,0,18,978
202.0,1,4,20,979
188.0,2,4,1,979
169.0,3,2,822,979
116.0,5,0,8,979
67.0,6,0,830,979
23.0,11,0,13,979
56.0,7,0,815,979
35.0,9,0,832,979
4.0,17,0,826,979
45.0,8,0,839,979
26.0,10,0,807,979
0.0,21,0,841,979
1.0,18,0,838,979
10.0,15,0,4,979
11.0,14,0,825,979
18.0,12,0,840,979
117.0,4,1,817,979
0.0,20,0,828,979
0.0,19,0,835,979
18.0,13,0,154,979
5.0,16,0,836,979
0.0,22,0,18,979
0.0,23,0,814,979
220.0,1,4,20,980
213.0,2,5,1,980
179.0,3,2,822,980
128.0,5,0,8,980
67.0,6,0,830,980
27.0,11,0,13,980
56.0,7,0,815,980
36.0,9,0,832,980
4.0,17,0,826,980
47.0,8,0,839,980
34.0,10,0,807,980
0.0,21,0,841,980
1.0,18,0,838,980
10.0,15,0,4,980
11.0,14,0,825,980
18.0,13,0,840,980
132.0,4,1,817,980
0.0,20,0,828,980
0.0,19,0,835,980
24.0,12,0,154,980
5.0,16,0,836,980
0.0,22,0,18,980
0.0,23,0,814,980
235.0,2,4,20,981
238.0,1,6,1,981
197.0,3,2,822,981
138.0,5,0,8,981
68.0,6,0,830,981
31.0,11,0,13,981
58.0,7,0,815,981
36.0,9,0,832,981
4.0,17,0,826,981
55.0,8,0,839,981
34.0,10,0,807,981
0.0,21,0,841,981
1.0,18,0,838,981
10.0,15,0,4,981
11.0,14,0,825,981
24.0,12,0,840,981
144.0,4,1,817,981
0.0,20,0,828,981
0.0,19,0,835,981
24.0,13,0,154,981
5.0,16,0,836,981
0.0,22,0,18,981
0.0,23,0,814,981
235.0,2,4,20,982
263.0,1,7,1,982
212.0,3,2,822,982
138.0,5,0,8,982
68.0,6,0,830,982
31.0,11,0,13,982
68.0,7,0,815,982
48.0,9,0,832,982
4.0,19,0,826,982
56.0,8,0,839,982
34.0,10,0,807,982
0.0,21,0,841,982
7.0,17,0,838,982
10.0,15,0,4,982
11.0,14,0,825,982
28.0,12,0,840,982
162.0,4,1,817,982
0.0,20,0,828,982
8.0,16,0,835,982
26.0,13,0,154,982
5.0,18,0,836,982
0.0,22,0,18,982
0.0,23,0,814,982
247.0,2,4,20,983
281.0,1,7,1,983
222.0,3,2,822,983
138.0,5,0,8,983
93.0,6,1,830,983
33.0,11,0,13,983
76.0,7,0,815,983
48.0,9,0,832,983
4.0,19,0,826,983
57.0,8,0,839,983
34.0,10,0,807,983
0.0,21,0,841,983
13.0,14,0,838,983
10.0,16,0,4,983
11.0,15,0,825,983
32.0,12,0,840,983
177.0,4,1,817,983
0.0,20,0,828,983
8.0,17,0,835,983
26.0,13,0,154,983
5.0,18,0,836,983
0.0,23,0,18,983
0.0,24,0,814,983
0.0,22,0,842,983
247.0,2,4,20,984
306.0,1,8,1,984
234.0,3,2,822,984
148.0,5,0,8,984
111.0,6,1,830,984
34.0,11,0,13,984
82.0,7,0,815,984
48.0,9,0,832,984
4.0,19,0,826,984
65.0,8,0,839,984
34.0,10,0,807,984
0.0,21,0,841,984
13.0,15,0,838,984
10.0,16,0,4,984
15.0,14,0,825,984
32.0,12,0,840,984
192.0,4,1,817,984
0.0,20,0,828,984
8.0,17,0,835,984
28.0,13,0,154,984
5.0,18,0,836,984
0.0,23,0,18,984
0.0,24,0,814,984
0.0,22,0,842,984
265.0,2,4,20,985
331.0,1,9,1,985
244.0,3,2,822,985
163.0,5,0,8,985
123.0,6,1,830,985
36.0,10,0,13,985
86.0,7,0,815,985
54.0,9,0,832,985
5.0,19,0,826,985
73.0,8,0,839,985
34.0,11,0,807,985
0.0,21,0,841,985
13.0,15,0,838,985
10.0,16,0,4,985
15.0,14,0,825,985
32.0,12,0,840,985
192.0,4,1,817,985
0.0,20,0,828,985
8.0,17,0,835,985
28.0,13,0,154,985
5.0,18,0,836,985
0.0,24,0,18,985
0.0,25,0,814,985
0.0,22,0,842,985
0.0,23,0,843,985
277.0,2,4,20,986
333.0,1,9,1,986
262.0,3,2,822,986
178.0,5,0,8,986
148.0,6,2,830,986
36.0,11,0,13,986
92.0,7,0,815,986
54.0,9,0,832,986
5.0,19,0,826,986
83.0,8,0,839,986
34.0,12,0,807,986
0.0,21,0,841,986
13.0,15,0,838,986
11.0,16,0,4,986
19.0,14,0,825,986
40.0,10,0,840,986
192.0,4,1,817,986
0.0,20,0,828,986
8.0,17,0,835,986
28.0,13,0,154,986
5.0,18,0,836,986
0.0,24,0,18,986
0.0,25,0,814,986
0.0,22,0,842,986
0.0,23,0,843,986
302.0,2,5,20,987
345.0,1,9,1,987
280.0,3,2,822,987
193.0,5,0,8,987
158.0,6,2,830,987
42.0,10,0,13,987
94.0,7,0,815,987
54.0,9,0,832,987
5.0,19,0,826,987
83.0,8,0,839,987
35.0,12,0,807,987
0.0,22,0,841,987
13.0,16,0,838,987
15.0,15,0,4,987
19.0,14,0,825,987
40.0,11,0,840,987
200.0,4,1,817,987
0.0,20,0,828,987
8.0,17,0,835,987
28.0,13,0,154,987
5.0,18,0,836,987
0.0,24,0,18,987
0.0,25,0,814,987
0.0,21,0,842,987
0.0,23,0,843,987
317.0,2,5,20,988
363.0,1,9,1,988
305.0,3,3,822,988
205.0,4,0,8,988
168.0,6,2,830,988
43.0,11,0,13,988
100.0,7,0,815,988
54.0,9,0,832,988
5.0,19,0,826,988
87.0,8,0,839,988
43.0,10,0,807,988
0.0,22,0,841,988
13.0,16,0,838,988
17.0,15,0,4,988
19.0,14,0,825,988
40.0,12,0,840,988
200.0,5,1,817,988
0.0,20,0,828,988
8.0,17,0,835,988
28.0,13,0,154,988
5.0,18,0,836,988
0.0,24,0,18,988
0.0,25,0,814,988
0.0,21,0,842,988
0.0,23,0,843,988
25.0,1,1,20,989
18.0,2,0,1,989
15.0,3,0,8,989
12.0,4,0,817,989
10.0,5,0,4,989
8.0,6,0,830,989
6.0,7,0,807,989
4.0,8,0,822,989
2.0,9,0,838,989
1.0,10,0,832,989
0.0,11,0,815,989
0.0,12,0,839,989
0.0,13,0,844,989
0.0,14,0,840,989
0.0,15,0,843,989
0.0,16,0,154,989
0.0,17,0,825,989
0.0,18,0,842,989
0.0,19,0,828,989
0.0,20,0,845,989
0.0,20,0,845,990
16.0,4,0,4,990
8.0,10,0,830,990
10.0,9,0,825,990
0.0,16,0,844,990
66.0,2,2,20,992
2.0,12,0,828,990
12.0,7,0,842,990
15.0,5,0,8,990
0.0,17,0,154,990
0.0,18,0,840,990
0.0,19,0,843,990
1.0,14,0,839,990
0.0,15,0,815,990
1.0,13,0,832,990
6.0,11,0,838,990
22.0,3,0,822,990
14.0,6,0,807,990
12.0,8,0,817,990
50.0,1,2,20,990
33.0,2,0,1,990
54.0,1,2,20,991
45.0,2,0,1,991
30.0,5,0,8,991
37.0,4,1,817,991
22.0,6,0,4,991
18.0,8,0,830,991
22.0,7,0,807,991
40.0,3,0,822,991
6.0,11,0,838,991
3.0,12,0,832,991
0.0,15,0,815,991
1.0,14,0,839,991
0.0,16,0,844,991
0.0,18,0,840,991
0.0,20,0,843,991
0.0,17,0,154,991
11.0,10,0,825,991
12.0,9,0,842,991
2.0,13,0,828,991
0.0,19,0,845,991
70.0,1,1,1,992
48.0,3,0,8,992
37.0,5,1,817,992
28.0,6,0,4,992
18.0,8,0,830,992
22.0,7,0,807,992
40.0,4,0,822,992
8.0,14,0,838,992
13.0,10,0,832,992
15.0,9,0,815,992
1.0,17,0,839,992
8.0,13,0,844,992
4.0,15,0,840,992
1.0,18,0,843,992
0.0,19,0,154,992
11.0,12,0,825,992
12.0,11,0,842,992
2.0,16,0,828,992
0.0,20,0,845,992
78.0,2,2,20,993
95.0,1,2,1,993
48.0,4,0,8,993
47.0,5,1,817,993
32.0,7,0,4,993
33.0,6,0,830,993
22.0,8,0,807,993
58.0,3,0,822,993
8.0,14,0,838,993
19.0,10,0,832,993
17.0,11,0,815,993
1.0,17,0,839,993
9.0,13,0,844,993
4.0,15,0,840,993
1.0,18,0,843,993
0.0,19,0,154,993
19.0,9,0,825,993
12.0,12,0,842,993
2.0,16,0,828,993
0.0,20,0,845,993
96.0,2,2,20,994
110.0,1,2,1,994
60.0,5,0,8,994
72.0,3,2,817,994
32.0,7,0,4,994
35.0,6,0,830,994
26.0,8,0,807,994
68.0,4,0,822,994
8.0,15,0,838,994
20.0,9,0,832,994
17.0,12,0,815,994
9.0,13,0,839,994
9.0,14,0,844,994
4.0,16,0,840,994
1.0,18,0,843,994
0.0,19,0,154,994
19.0,10,0,825,994
18.0,11,0,842,994
2.0,17,0,828,994
0.0,20,0,845,994
121.0,1,3,20,995
120.0,2,2,1,995
68.0,5,0,8,995
84.0,4,2,817,995
32.0,7,0,4,995
50.0,6,0,830,995
32.0,8,0,807,995
86.0,3,0,822,995
8.0,15,0,838,995
24.0,9,0,832,995
17.0,12,0,815,995
11.0,13,0,839,995
10.0,14,0,844,995
4.0,16,0,840,995
1.0,18,0,843,995
0.0,19,0,154,995
19.0,10,0,825,995
18.0,11,0,842,995
2.0,17,0,828,995
0.0,20,0,845,995
131.0,2,3,20,996
145.0,1,3,1,996
83.0,5,0,8,996
96.0,3,2,817,996
32.0,8,0,4,996
68.0,6,0,830,996
34.0,7,0,807,996
92.0,4,0,822,996
8.0,15,0,838,996
28.0,9,0,832,996
17.0,12,0,815,996
11.0,13,0,839,996
11.0,14,0,844,996
4.0,16,0,840,996
1.0,18,0,843,996
0.0,19,0,154,996
27.0,10,0,825,996
18.0,11,0,842,996
2.0,17,0,828,996
0.0,20,0,845,996
146.0,1,3,20,997
145.0,2,3,1,997
101.0,3,0,8,997
96.0,4,2,817,997
36.0,8,0,4,997
93.0,5,1,830,997
34.0,9,0,807,997
92.0,6,0,822,997
8.0,16,0,838,997
28.0,10,0,832,997
23.0,11,0,815,997
19.0,12,0,839,997
13.0,14,0,844,997
4.0,17,0,840,997
1.0,19,0,843,997
12.0,15,0,154,997
37.0,7,0,825,997
18.0,13,0,842,997
3.0,18,0,828,997
0.0,20,0,845,997
171.0,1,4,20,998
163.0,2,3,1,998
116.0,3,0,8,998
106.0,4,2,817,998
40.0,8,0,4,998
93.0,6,1,830,998
42.0,7,0,807,998
104.0,5,0,822,998
8.0,16,0,838,998
28.0,10,0,832,998
24.0,12,0,815,998
25.0,11,0,839,998
13.0,14,0,844,998
4.0,17,0,840,998
1.0,19,0,843,998
12.0,15,0,154,998
39.0,9,0,825,998
18.0,13,0,842,998
3.0,18,0,828,998
0.0,20,0,845,998
171.0,2,4,20,999
188.0,1,4,1,999
131.0,3,0,8,999
106.0,5,2,817,999
40.0,8,0,4,999
105.0,6,1,830,999
52.0,7,0,807,999
122.0,4,0,822,999
8.0,16,0,838,999
28.0,12,0,832,999
30.0,10,0,815,999
29.0,11,0,839,999
13.0,15,0,844,999
4.0,18,0,840,999
2.0,19,0,843,999
20.0,13,0,154,999
39.0,9,0,825,999
18.0,14,0,842,999
5.0,17,0,828,999
0.0,20,0,845,999
189.0,2,4,20,1000
213.0,1,5,1,1000
146.0,3,0,8,1000
118.0,5,2,817,1000
44.0,9,0,4,1000
105.0,6,1,830,1000
52.0,7,0,807,1000
132.0,4,0,822,1000
8.0,16,0,838,1000
30.0,11,0,832,1000
30.0,10,0,815,1000
29.0,12,0,839,1000
13.0,15,0,844,1000
4.0,18,0,840,1000
2.0,19,0,843,1000
21.0,14,0,154,1000
45.0,8,0,825,1000
26.0,13,0,842,1000
5.0,17,0,828,1000
0.0,20,0,845,1000
214.0,2,5,20,1001
231.0,1,5,1,1001
146.0,3,0,8,1001
118.0,6,2,817,1001
44.0,9,0,4,1001
120.0,5,1,830,1001
52.0,7,0,807,1001
144.0,4,0,822,1001
8.0,16,0,838,1001
30.0,12,0,832,1001
40.0,10,0,815,1001
37.0,11,0,839,1001
13.0,15,0,844,1001
4.0,18,0,840,1001
2.0,19,0,843,1001
27.0,14,0,154,1001
49.0,8,0,825,1001
28.0,13,0,842,1001
6.0,17,0,828,1001
0.0,20,0,845,1001
2.0,19,0,843,1002
28.0,13,0,842,1002
